Wed Nov 19 13:23:03 2003
FISH v1.0
FISH is copyright (c)2003, University of North Carolina at Chapel Hill
Authors: Sugata Chakravarty and Todd J. Vision

Control File = control.txt

-parameters
	T = 0.05
	total points = 22068
	total_features = 23321
	total_cells = 2.71923e+08
	h = 8.11554e-05
	d_T = 25.6408
	Min_Block_Size = 3
	block_prob = 0.001
	total_blocks = 508


-block 0
    points   contig1   contig2
       79        1        1

	point	dist	markers	orientation
	5294	3	{At1g48230 }{AT3g17430 }	1
	5295	2	{At1g48240 }{AT3g17440 }	1
	5296	10	{At1g48260 }{AT3g17510 }	1
	5299	23	{At1g48370 }{AT3g17650 }	1
	5301	16	{At1g48430 }{AT3g17770 }	1
	5302	2	{At1g48440 }{AT3g17780 }	1
	5303	3	{At1g48450 }{AT3g17800 }	1
	5304	4	{At1g48470 }{AT3g17820 }	1
	5306	3	{At1g48480 }{AT3g17840 }	1
	5307	2	{At1g48490 }{AT3g17850 }	1
	5308	12	{At1g48540 }{AT3g17920 }	1
	5309	11	{At1g48590 }{AT3g17980 }	1
	5310	2	{At1g48600 }{AT3g17990 AT3g18000 }	1
	5311	4	{At1g48610 }{AT3g18030 }	1
	5312	12	{At1g48630 }{AT3g18130 }	1
	5314	4	{At1g48640 }{AT3g18160 }	1
	5319	11	{At1g48740 }{AT3g18210 }	1
	5322	22	{At1g48840 }{AT3g18350 }	1


-block 106
    points   contig1   contig2
       19        1        3

	point	dist	markers	orientation
	5600	0	{At1g55110 }{AT3g13810 }	-1
	5602	3	{At1g55120 }{AT3g13784 AT3g13790 }	-1
	5603	4	{At1g55130 }{AT3g13772 }	-1
	5604	5	{At1g55140 }{AT3g13740 }	-1
	5609	7	{At1g55190 }{AT3g13710 AT3g13720 }	-1
	5610	3	{At1g55200 }{AT3g13690 }	-1
	5611	7	{At1g55210 }{AT3g13650 AT3g13660 AT3g13662 }	-1
	5612	13	{At1g55290 }{AT3g13610 }	-1
	5613	6	{At1g55310 }{AT3g13570 }	-1
	5614	11	{At1g55360 }{AT3g13510 }	-1
	5618	11	{At1g55490 }{AT3g13470 }	-1
	5623	2	{At1g55500 }{AT3g13460 }	-1
	5624	2	{At1g55510 }{AT3g13450 }	-1
	5625	2	{At1g55520 }{AT3g13445 }	-1
	5626	9	{At1g55560 At1g55570 }{AT3g13390 AT3g13400 }	1
	5627	5	{At1g55610 }{AT3g13380 }	-1
	5629	7	{At1g55650 }{AT3g13350 }	-1
	5630	4	{At1g55680 }{AT3g13340 }	-1
	5632	6	{At1g55720 At1g55730 }{AT3g13320 }	-1


-block 107
    points   contig1   contig2
       14        1        3

	point	dist	markers	orientation
	5417	0	{At1g51170 }{AT3g20830 }	1
	5418	2	{At1g51190 }{AT3g20840 }	1
	5420	7	{At1g51220 }{AT3g20880 }	1
	5426	22	{At1g51390 }{AT3g20970 }	1
	5429	17	{At1g51460 At1g51500 }{AT3g21090 }	1
	5431	5	{At1g51520 }{AT3g21100 }	1
	5433	8	{At1g51560 }{AT3g21140 }	1
	5437	5	{At1g51590 }{AT3g21160 }	1
	5438	7	{At1g51630 }{AT3g21190 }	1
	5439	6	{At1g51660 }{AT3g21220 }	1
	5440	3	{At1g51680 }{AT3g21230 AT3g21240 }	1
	5441	7	{At1g51710 }{AT3g21280 }	1
	5446	9	{At1g51770 }{AT3g21310 }	1
	5451	18	{At1g52000 At1g52030 At1g52040 At1g52050 At1g52060 At1g52070 At1g52100 At1g52130 }{AT3g21380 }	-1


-block 108
    points   contig1   contig2
       13        1        3

	point	dist	markers	orientation
	4569	0	{At1g12820 }{AT3g26810 }	-1
	4571	6	{At1g12850 }{AT3g26780 }	-1
	4572	5	{At1g12860 }{AT3g26744 }	-1
	4573	13	{At1g12900 }{AT3g26650 }	-1
	4574	2	{At1g12910 }{AT3g26640 }	-1
	4575	4	{At1g12920 }{AT3g26618 }	-1
	4578	6	{At1g12950 }{AT3g26590 }	-1
	4582	19	{At1g13000 }{AT3g26440 }	-1
	4584	13	{At1g13050 }{AT3g26350 }	-1
	4585	2	{At1g13060 }{AT3g26340 }	-1
	4586	4	{At1g13070 At1g13080 At1g13090 At1g13100 At1g13110 }{AT3g26150 AT3g26160 AT3g26170 AT3g26180 AT3g26190 AT3g26200 AT3g26210 AT3g26220 AT3g26230 AT3g26270 AT3g26280 AT3g26290 AT3g26300 AT3g26310 AT3g26320 AT3g26330 }	-1
	4590	3	{At1g13130 }{AT3g26130 AT3g26140 }	-1
	4591	2	{At1g13140 At1g13150 }{AT3g26125 }	-1


-block 109
    points   contig1   contig2
        8        1        3

	point	dist	markers	orientation
	5980	0	{At1g69330 }{AT3g29270 }	-1
	5983	11	{At1g69370 }{AT3g29200 }	-1
	5985	23	{At1g69460 }{AT3g29070 }	-1
	5987	3	{At1g69480 }{AT3g29060 }	1
	5989	4	{At1g69490 }{AT3g29035 }	1
	5990	5	{At1g69530 }{AT3g29030 }	-1
	5995	4	{At1g69560 }{AT3g29020 }	-1
	5996	15	{At1g69620 }{AT3g28900 }	-1


-block 110
    points   contig1   contig2
        7        1        3

	point	dist	markers	orientation
	4593	0	{At1g13210 }{AT3g25610 }	1
	4595	8	{At1g13230 }{AT3g25670 }	-1
	4599	10	{At1g13270 }{AT3g25740 }	1
	4600	3	{At1g13280 }{AT3g25760 AT3g25770 AT3g25780 }	1
	4601	3	{At1g13300 }{AT3g25790 }	1
	4602	3	{At1g13320 }{AT3g25800 }	1
	4603	5	{At1g13350 }{AT3g25840 }	1


-block 111
    points   contig1   contig2
        7        1        3

	point	dist	markers	orientation
	5638	0	{At1g55890 }{AT3g13150 AT3g13160 }	-1
	5639	7	{At1g55920 }{AT3g13110 }	-1
	5640	3	{At1g55930 }{AT3g13070 }	-1
	5641	12	{At1g55970 }{AT3g12980 }	-1
	5643	25	{At1g56110 }{AT3g12860 }	-1
	5649	16	{At1g56160 }{AT3g12720 AT3g12820 }	-1
	5652	9	{At1g56190 }{AT3g12780 }	-1


-block 112
    points   contig1   contig2
        5        1        3

	point	dist	markers	orientation
	4207	0	{At1g02620 }{AT3g62560 }	1
	4209	4	{At1g02650 }{AT3g62570 }	1
	4211	3	{At1g02660 }{AT3g62590 }	1
	4216	13	{At1g02720 }{AT3g62660 }	1
	4225	20	{At1g02850 }{AT3g62740 AT3g62750 }	1


-block 113
    points   contig1   contig2
        5        1        3

	point	dist	markers	orientation
	4922	0	{At1g26690 }{AT3g29070 }	-1
	4924	4	{At1g26730 }{AT3g29060 }	-1
	4925	8	{At1g26770 }{AT3g29030 }	-1
	4927	2	{At1g26780 }{AT3g29020 }	-1
	4930	20	{At1g26880 }{AT3g28900 }	1


-block 114
    points   contig1   contig2
        4        1        3

	point	dist	markers	orientation
	4344	0	{At1g07410 }{AT3g46830 }	-1
	4347	24	{At1g07520 At1g07530 }{AT3g46600 }	-1
	4348	2	{At1g07540 }{AT3g46590 }	-1
	4350	19	{At1g07550 At1g07560 }{AT3g46330 AT3g46340 AT3g46350 AT3g46370 AT3g46400 AT3g46410 AT3g46420 }	1


-block 115
    points   contig1   contig2
        4        1        3

	point	dist	markers	orientation
	4354	0	{At1g07630 }{AT3g09400 }	-1
	4357	21	{At1g07710 }{AT3g09550 }	-1
	4360	13	{At1g07790 }{AT3g09480 }	-1
	4372	24	{At1g07890 }{AT3g09640 }	1


-block 116
    points   contig1   contig2
        4        1        3

	point	dist	markers	orientation
	5111	0	{At1g34620 At1g34700 At1g34710 }{AT3g42760 }	1
	5116	19	{At1g34720 At1g34730 At1g34740 }{AT3g42580 AT3g42590 AT3g42600 }	-1
	5122	17	{At1g35070 At1g35090 At1g35100 }{AT3g42480 AT3g42490 }	1
	5124	3	{At1g35080 At1g35110 }{AT3g42510 AT3g42520 AT3g42530 }	1


-block 117
    points   contig1   contig2
        4        1        3

	point	dist	markers	orientation
	5155	0	{At1g35820 }{AT3g30520 }	-1
	5161	12	{At1g35920 At1g35940 }{AT3g30560 }	1
	5167	22	{At1g36040 }{AT3g30410 }	-1
	5175	24	{At1g36100 }{AT3g30230 }	-1


-block 118
    points   contig1   contig2
        4        1        3

	point	dist	markers	orientation
	5163	0	{At1g35920 At1g35940 }{AT3g31980 }	-1
	5171	19	{At1g36090 }{AT3g32060 }	-1
	5179	11	{At1g36120 }{AT3g31970 }	1
	5180	25	{At1g36130 }{AT3g31390 }	1


-block 119
    points   contig1   contig2
        4        1        3

	point	dist	markers	orientation
	5198	0	{At1g37170 }{AT3g31450 }	1
	5202	23	{At1g38440 At1g41690 }{AT3g32000 AT3g32010 }	1
	5204	19	{At1g41780 }{AT3g31520 }	1
	5210	17	{At1g42080 }{AT3g31470 }	-1


-block 120
    points   contig1   contig2
        4        1        3

	point	dist	markers	orientation
	5243	0	{At1g44850 At1g44860 }{AT3g42480 AT3g42490 }	1
	5246	3	{At1g44870 At1g44880 }{AT3g42510 AT3g42520 AT3g42530 }	1
	5254	20	{At1g45080 }{AT3g42620 }	-1
	5256	3	{At1g45090 }{AT3g42580 AT3g42590 AT3g42600 }	-1


-block 121
    points   contig1   contig2
        4        1        3

	point	dist	markers	orientation
	5584	0	{At1g54610 }{AT3g05050 }	1
	5585	19	{At1g54730 }{AT3g05150 AT3g05160 }	1
	5588	7	{At1g54790 }{AT3g05180 }	1
	5593	15	{At1g54870 }{AT3g05260 }	-1


-block 122
    points   contig1   contig2
        4        1        3

	point	dist	markers	orientation
	6205	0	{At1g79180 }{AT3g12720 AT3g12820 }	-1
	6207	9	{At1g79250 }{AT3g12690 }	1
	6220	20	{At1g79450 }{AT3g12740 }	1
	6223	14	{At1g79550 }{AT3g12780 }	1


-block 123
    points   contig1   contig2
        3        1        3

	point	dist	markers	orientation
	4171	0	{At1g01440 }{AT3g61670 }	-1
	4173	20	{At1g01480 }{AT3g61510 }	-1
	4185	21	{At1g01620 }{AT3g61430 }	-1


-block 124
    points   contig1   contig2
        3        1        3

	point	dist	markers	orientation
	4190	0	{At1g01780 }{AT3g61230 }	-1
	4191	3	{At1g01800 }{AT3g61220 }	1
	4192	17	{At1g01820 }{AT3g61070 }	1


-block 125
    points   contig1   contig2
        3        1        3

	point	dist	markers	orientation
	4243	0	{At1g03920 }{AT3g23310 }	1
	4244	4	{At1g03930 }{AT3g23340 }	1
	4245	13	{At1g03990 }{AT3g23410 }	1


-block 126
    points   contig1   contig2
        3        1        3

	point	dist	markers	orientation
	4259	0	{At1g04310 }{AT3g23150 }	-1
	4261	23	{At1g04430 }{AT3g23280 AT3g23300 }	1
	4262	6	{At1g04440 }{AT3g23340 }	1


-block 127
    points   contig1   contig2
        3        1        3

	point	dist	markers	orientation
	4429	0	{At1g09540 }{AT3g08500 }	-1
	4441	23	{At1g09660 }{AT3g08620 }	-1
	4444	14	{At1g09780 }{AT3g08590 }	1


-block 128
    points   contig1   contig2
        3        1        3

	point	dist	markers	orientation
	4618	0	{At1g13970 }{AT3g29180 }	-1
	4619	16	{At1g14010 }{AT3g29070 }	-1
	4622	4	{At1g14040 }{AT3g29060 }	-1


-block 129
    points   contig1   contig2
        3        1        3

	point	dist	markers	orientation
	4675	0	{At1g16360 }{AT3g12740 }	-1
	4676	11	{At1g16440 }{AT3g12690 }	-1
	4680	7	{At1g16490 }{AT3g12720 AT3g12820 }	1


-block 130
    points   contig1   contig2
        3        1        3

	point	dist	markers	orientation
	4878	0	{At1g24070 }{AT3g28180 }	-1
	4880	5	{At1g24110 }{AT3g28200 }	1
	4882	18	{At1g24170 }{AT3g28340 }	1


-block 131
    points   contig1   contig2
        3        1        3

	point	dist	markers	orientation
	5057	0	{At1g33060 }{AT3g10480 AT3g10490 AT3g10500 }	-1
	5064	20	{At1g33290 }{AT3g10420 }	1
	5067	23	{At1g33540 }{AT3g10450 }	-1


-block 132
    points   contig1   contig2
        3        1        3

	point	dist	markers	orientation
	5121	0	{At1g35060 }{AT3g43080 }	-1
	5126	5	{At1g35070 At1g35090 At1g35100 }{AT3g43040 }	-1
	5125	3	{At1g35080 At1g35110 }{AT3g43010 AT3g43030 }	-1


-block 133
    points   contig1   contig2
        3        1        3

	point	dist	markers	orientation
	5143	0	{At1g35590 At1g35600 }{AT3g42720 }	-1
	5154	21	{At1g35770 }{AT3g42820 }	1
	5156	8	{At1g35820 }{AT3g42870 }	-1


-block 134
    points   contig1   contig2
        3        1        3

	point	dist	markers	orientation
	5165	0	{At1g35920 At1g35940 }{AT3g42320 AT3g42340 }	-1
	5181	21	{At1g36130 }{AT3g42270 }	-1
	5187	19	{At1g36480 }{AT3g42280 }	-1


-block 135
    points   contig1   contig2
        3        1        3

	point	dist	markers	orientation
	5201	0	{At1g38440 At1g41690 }{AT3g30630 AT3g30655 }	-1
	5208	20	{At1g41900 }{AT3g30710 }	1
	5215	17	{At1g42200 At1g42410 At1g42500 }{AT3g30780 AT3g30790 }	1


-block 136
    points   contig1   contig2
        3        1        3

	point	dist	markers	orientation
	5217	0	{At1g42200 At1g42410 At1g42500 }{AT3g42650 }	1
	5213	17	{At1g42400 }{AT3g42480 AT3g42490 }	1
	5219	17	{At1g42630 }{AT3g42450 }	1


-block 137
    points   contig1   contig2
        3        1        3

	point	dist	markers	orientation
	5242	0	{At1g44840 }{AT3g43080 }	-1
	5245	5	{At1g44850 At1g44860 }{AT3g43040 }	-1
	5247	3	{At1g44870 At1g44880 }{AT3g43010 AT3g43030 }	-1


-block 138
    points   contig1   contig2
        3        1        3

	point	dist	markers	orientation
	5326	0	{At1g48940 }{AT3g18590 }	-1
	5327	22	{At1g49030 }{AT3g18470 }	-1
	5332	13	{At1g49140 }{AT3g18410 }	-1


-block 139
    points   contig1   contig2
        3        1        3

	point	dist	markers	orientation
	5701	0	{At1g60090 }{AT3g18070 AT3g18080 }	1
	5706	13	{At1g60180 }{AT3g18150 }	-1
	5707	15	{At1g60260 At1g60270 }{AT3g18070 AT3g18080 }	-1


-block 140
    points   contig1   contig2
        3        1        3

	point	dist	markers	orientation
	5862	0	{At1g65540 }{AT3g59820 }	1
	5864	4	{At1g65560 }{AT3g59840 }	1
	5867	2	{At1g65570 }{AT3g59850 }	1


-block 141
    points   contig1   contig2
        3        1        3

	point	dist	markers	orientation
	5872	0	{At1g65730 }{AT3g17650 }	1
	5884	19	{At1g65910 }{AT3g17730 }	-1
	5886	6	{At1g65960 }{AT3g17720 AT3g17760 }	1


-block 142
    points   contig1   contig2
        3        1        3

	point	dist	markers	orientation
	5934	0	{At1g67750 }{AT3g27400 }	1
	5940	17	{At1g67850 }{AT3g27470 }	1
	5942	7	{At1g67880 }{AT3g27540 }	-1


-block 143
    points   contig1   contig2
        3        1        3

	point	dist	markers	orientation
	6061	0	{At1g72700 }{AT3g13900 }	1
	6065	5	{At1g72730 }{AT3g13920 }	1
	6068	21	{At1g72960 }{AT3g13870 }	-1


-block 144
    points   contig1   contig2
        3        1        3

	point	dist	markers	orientation
	6082	0	{At1g73580 }{AT3g17980 }	1
	6083	3	{At1g73600 }{AT3g17990 AT3g18000 }	1
	6087	12	{At1g73670 }{AT3g18040 }	1


-block 145
    points   contig1   contig2
       19        1        4

	point	dist	markers	orientation
	6311	0	{At1g02620 }{AT4g02080 }	1
	6312	5	{At1g02650 }{AT4g02100 }	1
	6313	9	{At1g02690 }{AT4g02150 }	-1
	6314	5	{At1g02720 }{AT4g02130 }	-1
	6319	14	{At1g02780 }{AT4g02230 }	1
	6321	8	{At1g02800 }{AT4g02290 }	1
	6323	2	{At1g02810 }{AT4g02300 AT4g02320 AT4g02330 AT4g02370 }	-1
	6325	21	{At1g02890 }{AT4g02470 }	1
	6327	17	{At1g02980 }{AT4g02570 }	1
	6328	15	{At1g03050 }{AT4g02650 }	1
	6330	2	{At1g03060 }{AT4g02660 }	1
	6331	4	{At1g03070 }{AT4g02690 }	1
	6332	3	{At1g03080 }{AT4g02710 }	1
	6334	11	{At1g03130 }{AT4g02770 }	1
	6335	16	{At1g03210 }{AT4g02850 AT4g02860 }	-1
	6340	9	{At1g03290 }{AT4g02880 }	1
	6341	20	{At1g03370 }{AT4g03000 }	1
	6342	7	{At1g03440 }{AT4g03010 }	1
	6343	7	{At1g03450 }{AT4g03080 }	1


-block 146
    points   contig1   contig2
        9        1        4

	point	dist	markers	orientation
	6256	0	{At1g01340 }{AT4g01010 }	1
	6258	3	{At1g01360 }{AT4g01020 }	1
	6259	8	{At1g01390 At1g01420 }{AT4g01070 }	1
	6260	4	{At1g01430 }{AT4g01080 }	1
	6261	2	{At1g01440 }{AT4g01090 }	1
	6262	12	{At1g01460 }{AT4g01190 }	-1
	6267	15	{At1g01520 }{AT4g01280 }	1
	6268	7	{At1g01540 }{AT4g01330 }	1
	6271	6	{At1g01560 }{AT4g01370 }	1


-block 147
    points   contig1   contig2
        9        1        4

	point	dist	markers	orientation
	6931	0	{At1g32770 }{AT4g10350 }	1
	6932	20	{At1g32790 }{AT4g10610 }	-1
	6935	9	{At1g32850 }{AT4g10570 AT4g10590 }	-1
	6938	10	{At1g32940 At1g32950 At1g32960 At1g32970 At1g32980 }{AT4g10510 AT4g10520 AT4g10530 AT4g10540 AT4g10550 }	1
	6943	16	{At1g33120 At1g33140 }{AT4g10450 }	-1
	6945	4	{At1g33170 }{AT4g10440 }	-1
	6947	3	{At1g33230 }{AT4g10430 }	-1
	6952	5	{At1g33260 }{AT4g10390 }	-1
	6953	6	{At1g33280 }{AT4g10350 }	-1


-block 148
    points   contig1   contig2
        8        1        4

	point	dist	markers	orientation
	6960	0	{At1g33490 }{AT4g10140 }	-1
	6964	19	{At1g33680 }{AT4g10070 }	-1
	6965	3	{At1g33700 }{AT4g10060 }	-1
	6968	10	{At1g33770 }{AT4g10010 }	-1
	6969	5	{At1g33800 }{AT4g09990 }	-1
	6970	20	{At1g33990 }{AT4g09900 }	-1
	6971	12	{At1g34020 }{AT4g09810 }	-1
	6973	2	{At1g34030 }{AT4g09800 }	-1


-block 149
    points   contig1   contig2
        7        1        4

	point	dist	markers	orientation
	6301	0	{At1g02300 }{AT4g01610 AT4g01620 }	1
	6302	14	{At1g02360 }{AT4g01700 }	1
	6303	25	{At1g02370 }{AT4g01990 }	-1
	6304	6	{At1g02390 }{AT4g01950 }	-1
	6305	10	{At1g02460 }{AT4g01890 }	-1
	6306	7	{At1g02500 }{AT4g01850 }	-1
	6307	4	{At1g02520 At1g02530 }{AT4g01820 AT4g01830 }	-1


-block 150
    points   contig1   contig2
        6        1        4

	point	dist	markers	orientation
	6273	0	{At1g01570 }{AT4g00300 }	1
	6277	8	{At1g01600 }{AT4g00360 }	1
	6278	5	{At1g01610 }{AT4g00400 AT4g00410 }	1
	6280	3	{At1g01620 }{AT4g00430 }	1
	6283	11	{At1g01700 }{AT4g00460 }	1
	6289	25	{At1g01790 }{AT4g00630 }	-1


-block 151
    points   contig1   contig2
        6        1        4

	point	dist	markers	orientation
	7062	0	{At1g36810 }{AT4g07530 }	-1
	7065	21	{At1g37060 At1g37070 At1g37160 }{AT4g07560 AT4g07570 AT4g07590 AT4g07600 AT4g07610 AT4g07620 AT4g07630 AT4g07640 AT4g07660 AT4g07680 }	-1
	7074	11	{At1g37190 }{AT4g07530 }	-1
	7078	4	{At1g38440 At1g41690 }{AT4g07560 AT4g07570 AT4g07590 AT4g07600 AT4g07610 AT4g07620 AT4g07630 AT4g07640 AT4g07660 AT4g07680 }	-1
	7088	16	{At1g41900 }{AT4g07530 }	1
	7093	15	{At1g42360 At1g42370 }{AT4g07560 AT4g07570 AT4g07590 AT4g07600 AT4g07610 AT4g07620 AT4g07630 AT4g07640 AT4g07660 AT4g07680 }	1


-block 152
    points   contig1   contig2
        6        1        4

	point	dist	markers	orientation
	7441	0	{At1g64040 }{AT4g11240 }	-1
	7442	3	{At1g64060 }{AT4g11230 }	-1
	7444	5	{At1g64070 }{AT4g11170 }	1
	7446	5	{At1g64090 }{AT4g11220 }	-1
	7452	8	{At1g64160 }{AT4g11180 AT4g11190 AT4g11210 }	1
	7455	7	{At1g64200 }{AT4g11150 }	-1


-block 153
    points   contig1   contig2
        5        1        4

	point	dist	markers	orientation
	7076	0	{At1g37180 At1g37200 }{AT4g03800 }	1
	7073	24	{At1g37190 }{AT4g04070 }	-1
	7081	25	{At1g38440 At1g41690 }{AT4g03790 AT4g03850 AT4g03860 }	-1
	7082	7	{At1g41780 }{AT4g03770 }	-1
	7094	22	{At1g42360 At1g42370 }{AT4g03790 AT4g03850 AT4g03860 }	1


-block 154
    points   contig1   contig2
        5        1        4

	point	dist	markers	orientation
	7369	0	{At1g61810 At1g61820 }{AT4g21760 }	1
	7372	18	{At1g61890 }{AT4g21900 AT4g21910 }	1
	7380	17	{At1g62040 }{AT4g21980 }	1
	7384	8	{At1g62180 }{AT4g21990 }	1
	7391	25	{At1g62320 }{AT4g22120 }	1


-block 155
    points   contig1   contig2
        4        1        4

	point	dist	markers	orientation
	6344	0	{At1g03520 }{AT4g03340 }	1
	6348	15	{At1g03610 }{AT4g03420 }	1
	6350	12	{At1g03680 }{AT4g03520 }	1
	6351	4	{At1g03700 }{AT4g03540 }	1


-block 156
    points   contig1   contig2
        4        1        4

	point	dist	markers	orientation
	6355	0	{At1g03860 }{AT4g28510 }	1
	6356	3	{At1g03880 At1g03890 }{AT4g28520 }	1
	6362	6	{At1g03930 }{AT4g28540 }	1
	6365	9	{At1g03990 }{AT4g28570 }	1


-block 157
    points   contig1   contig2
        4        1        4

	point	dist	markers	orientation
	6874	0	{At1g30600 }{AT4g20430 }	1
	6876	5	{At1g30620 }{AT4g20460 }	-1
	6881	19	{At1g30810 }{AT4g20400 }	-1
	6883	9	{At1g30820 }{AT4g20320 }	-1


-block 158
    points   contig1   contig2
        4        1        4

	point	dist	markers	orientation
	6891	0	{At1g31120 }{AT4g19960 }	-1
	6893	2	{At1g31130 }{AT4g19950 }	-1
	6897	25	{At1g31230 }{AT4g19710 }	-1
	6898	5	{At1g31260 }{AT4g19680 AT4g19690 }	-1


-block 159
    points   contig1   contig2
        4        1        4

	point	dist	markers	orientation
	6911	0	{At1g31850 }{AT4g19120 }	-1
	6913	12	{At1g31880 }{AT4g19030 }	-1
	6920	25	{At1g32130 }{AT4g19000 }	-1
	6921	5	{At1g32170 }{AT4g18990 }	-1


-block 160
    points   contig1   contig2
        4        1        4

	point	dist	markers	orientation
	6993	0	{At1g34620 At1g34700 At1g34710 }{AT4g08890 AT4g08970 }	1
	7000	17	{At1g34760 }{AT4g09000 }	-1
	7005	14	{At1g35140 }{AT4g08950 }	1
	7006	6	{At1g35160 }{AT4g09000 }	1


-block 161
    points   contig1   contig2
        4        1        4

	point	dist	markers	orientation
	7103	0	{At1g43200 At1g43220 }{AT4g07520 }	-1
	7108	10	{At1g43300 }{AT4g07580 }	-1
	7111	22	{At1g43740 At1g43750 }{AT4g07560 AT4g07570 AT4g07590 AT4g07600 AT4g07610 AT4g07620 AT4g07630 AT4g07640 AT4g07660 AT4g07680 }	1
	7112	12	{At1g43870 At1g43880 }{AT4g07530 }	-1


-block 162
    points   contig1   contig2
        4        1        4

	point	dist	markers	orientation
	7379	0	{At1g62040 }{AT4g04620 }	-1
	7383	8	{At1g62180 }{AT4g04610 }	-1
	7386	21	{At1g62290 }{AT4g04460 }	-1
	7389	13	{At1g62320 }{AT4g04340 }	-1


-block 163
    points   contig1   contig2
        4        1        4

	point	dist	markers	orientation
	7462	0	{At1g64400 }{AT4g23850 }	1
	7464	10	{At1g64440 }{AT4g23920 }	1
	7469	16	{At1g64530 }{AT4g24020 }	1
	7471	9	{At1g64590 }{AT4g24050 }	1


-block 164
    points   contig1   contig2
        3        1        4

	point	dist	markers	orientation
	6264	0	{At1g01480 }{AT4g11280 }	1
	6272	12	{At1g01560 }{AT4g11330 }	1
	6274	3	{At1g01570 }{AT4g11350 }	1


-block 165
    points   contig1   contig2
        3        1        4

	point	dist	markers	orientation
	6519	0	{At1g11130 At1g11140 }{AT4g03390 }	-1
	6523	16	{At1g11250 }{AT4g03330 }	1
	6526	13	{At1g11280 At1g11300 At1g11330 At1g11340 At1g11350 At1g11410 }{AT4g03230 }	1


-block 166
    points   contig1   contig2
        3        1        4

	point	dist	markers	orientation
	6522	0	{At1g11200 }{AT4g21570 }	-1
	6524	15	{At1g11260 }{AT4g21480 }	-1
	6530	17	{At1g11290 }{AT4g21300 }	-1


-block 167
    points   contig1   contig2
        3        1        4

	point	dist	markers	orientation
	6744	0	{At1g22150 }{AT4g08620 }	1
	6745	10	{At1g22180 }{AT4g08690 }	1
	6749	18	{At1g22240 }{AT4g08840 }	1


-block 168
    points   contig1   contig2
        3        1        4

	point	dist	markers	orientation
	6858	0	{At1g30080 }{AT4g18340 }	1
	6862	3	{At1g30100 }{AT4g18350 }	1
	6863	12	{At1g30200 }{AT4g18380 }	1


-block 169
    points   contig1   contig2
        3        1        4

	point	dist	markers	orientation
	7044	0	{At1g36130 }{AT4g04150 }	-1
	7046	5	{At1g36190 At1g36260 }{AT4g04170 }	-1
	7057	23	{At1g36550 At1g36590 }{AT4g04230 }	-1


-block 170
    points   contig1   contig2
        3        1        4

	point	dist	markers	orientation
	7075	0	{At1g37190 }{AT4g07930 }	1
	7079	11	{At1g38440 At1g41690 }{AT4g08050 AT4g08080 }	-1
	7089	15	{At1g41910 }{AT4g08060 AT4g08070 }	-1


-block 171
    points   contig1   contig2
        3        1        4

	point	dist	markers	orientation
	7134	0	{At1g44970 }{AT4g36430 }	-1
	7136	7	{At1g45050 }{AT4g36410 }	1
	7138	10	{At1g45130 }{AT4g36360 }	-1


-block 172
    points   contig1   contig2
        3        1        4

	point	dist	markers	orientation
	7215	0	{At1g50890 }{AT4g27060 }	1
	7216	8	{At1g50950 }{AT4g27080 }	1
	7219	23	{At1g51060 }{AT4g27230 }	-1


-block 173
    points   contig1   contig2
        3        1        4

	point	dist	markers	orientation
	7359	0	{At1g61360 At1g61370 At1g61380 At1g61390 At1g61400 At1g61420 At1g61430 At1g61440 At1g61460 At1g61480 At1g61490 At1g61500 At1g61550 At1g61610 }{AT4g05200 }	1
	7366	19	{At1g61630 }{AT4g05110 AT4g05120 AT4g05130 AT4g05140 }	-1
	7368	20	{At1g61760 }{AT4g05220 }	1


-block 174
    points   contig1   contig2
        3        1        4

	point	dist	markers	orientation
	7408	0	{At1g62800 }{AT4g31990 }	1
	7417	22	{At1g62990 }{AT4g32040 }	1
	7425	25	{At1g63070 At1g63080 At1g63130 At1g63150 At1g63230 At1g63320 At1g63330 At1g63400 }{AT4g31850 }	-1


-block 175
    points   contig1   contig2
        3        1        4

	point	dist	markers	orientation
	7447	0	{At1g64090 }{AT4g23630 }	1
	7453	11	{At1g64160 }{AT4g23690 }	-1
	7454	2	{At1g64170 }{AT4g23700 }	1


-block 176
    points   contig1   contig2
        3        1        4

	point	dist	markers	orientation
	7459	0	{At1g64390 }{AT4g11050 }	-1
	7461	3	{At1g64400 }{AT4g11030 }	-1
	7463	9	{At1g64440 }{AT4g10960 }	-1


-block 177
    points   contig1   contig2
        3        1        4

	point	dist	markers	orientation
	7624	0	{At1g71940 }{AT4g09580 }	-1
	7626	6	{At1g71980 }{AT4g09560 }	-1
	7627	7	{At1g72000 }{AT4g09510 }	-1


-block 178
    points   contig1   contig2
        3        1        4

	point	dist	markers	orientation
	7707	0	{At1g76030 }{AT4g38510 }	-1
	7715	21	{At1g76160 }{AT4g38420 }	-1
